,Title,Year,Rated,Released,Season,Episode,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,seriesID,Type,Response
10,eps2.0_unm4sk-pt1.tc,2016,TV-MA,10 Jul 2016,2,1,41 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Portia Doubleday, Carly Chaikin","Elliot keeps seeing his psychologist, Krista. The new character Susan Jacobs is having trouble with technology. Gideon pays a visit to Elliot complaining he's been targeted for a crime Elliot might have committed. Fsociety are back i","Spanish, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA2ODY4MjcwOF5BMl5BanBnXkFtZTgwODY4ODAzOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,7157,tt4901088,tt4158110,episode,True
11,eps2.0_unm4sk-pt2.tc,2016,TV-MA,13 Jul 2016,2,2,42 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Portia Doubleday, Carly Chaikin",Five/nine has changed the world; Elliot is in seclusion; Angela finds happiness at Evil Corp.; fsociety delivers a malicious payload.,"Spanish, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjEzNjI4MDM2MF5BMl5BanBnXkFtZTgwNDYyMzk0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,6641,tt5342606,tt4158110,episode,True
12,eps2.1_k3rnel-pan1c.ksd,2016,TV-MA,20 Jul 2016,2,3,63 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot vows to beat Mr. Robot; Angela gets a glimpse behind the curtain at E Corp; and fsociety stirs up trouble.,"Spanish, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BODA5NTQ0MTIxOV5BMl5BanBnXkFtZTgwNjMyNTA1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,6454,tt5344704,tt4158110,episode,True
13,eps2.2_init_1.asec,2016,TV-MA,27 Jul 2016,2,4,65 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot vows to beat Mr. Robot; Angela gets a glimpse behind the curtain at E Corp; and fsociety stirs up trouble.,"Spanish, English, Chinese",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTYzMTQ1OTA5Ml5BMl5BanBnXkFtZTgwMDMyNTA1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,6067,tt5344766,tt4158110,episode,True
14,eps2.3_logic-b0mb.hc,2016,TV-MA,03 Aug 2016,2,5,51 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Adam Penn","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot can't quit the game; Dom and the FBI head to China to investigate 5/9; Joanna is haunted; and Darlene calls on Angela for help.,"Spanish, English, Danish",United States,N/A,https://m.media-amazon.com/images/M/MV5BNGQ1ZGE3ZmEtYWY5Mi00NTBiLWFiZmYtZTRjYjRiYzZmNWJlXkEyXkFqcGdeQXVyMzg3MjA1Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,6191,tt5344796,tt4158110,episode,True
15,eps2.4_m4ster-s1ave.aes,2016,TV-MA,10 Aug 2016,2,6,50 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Christian Slater, Carly Chaikin",Mr. Robot has an original way to show Elliot that he can be useful. Darlene and Angela take a shot at their plan.,"Spanish, English, Chinese",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MzYzNzE0OF5BMl5BanBnXkFtZTgwNjcxMzA3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,7131,tt5345894,tt4158110,episode,True
16,eps2.5_h4ndshake.sme,2016,TV-MA,17 Aug 2016,2,7,49 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Mr. Robot and Elliot try to keep the peace. Fsociety releases a video honoring Uncle Sam. Darlene acts upon an old desire.,"Spanish, English, Swedish, Danish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk4Mjk1NjI3OF5BMl5BanBnXkFtZTgwMjI5MjY3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}]",N/A,9.3,7467,tt5347278,tt4158110,episode,True
17,eps2.6_succ3ss0r.p12,2016,TV-MA,24 Aug 2016,2,8,46 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Courtney Looney, Adam Penn","Rami Malek, Carly Chaikin, Portia Doubleday",The latest fsociety leak has Dom trying her best to spin the case in the FBI's favor; Angela defends her career choices; Darlene makes it known that her circle of trust is shrinking.,"Spanish, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTkxNDkzMDExNV5BMl5BanBnXkFtZTgwNjg5MjY3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,5521,tt5347318,tt4158110,episode,True
18,eps2.7_init_5.fve,2016,TV-MA,31 Aug 2016,2,9,49 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Lucy Teitler","Rami Malek, Carly Chaikin, Portia Doubleday",Angela wants more from Evil Corp; Dark Army's allegiance is in question; Elliot and Darlene seek answers.,"Spanish, English, Chinese, Arabic",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjM4NTA2NTAzNF5BMl5BanBnXkFtZTgwNzQwNzA5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,5341,tt5347322,tt4158110,episode,True
19,eps2.8_h1dden-pr0cess.axx,2016,TV-MA,07 Sep 2016,2,10,43 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kor Adana, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot wonders if Mr. Robot has been lying to him; Darlene attempts to do the right thing; Dom and the FBI get closer.,"Spanish, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQ0MTM4NzQ0Ml5BMl5BanBnXkFtZTgwOTI3Mjc5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,6704,tt5347330,tt4158110,episode,True
20,eps2.9_pyth0n-pt1.p7z,2016,TV-MA,14 Sep 2016,2,11,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Angela makes an acquaintance; Dom begins seeing the scope of things; an old friend reveals everything to Elliot.,"Spanish, Arabic, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg5Nzg0NzAxNl5BMl5BanBnXkFtZTgwMjYzMjQwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,5451,tt5831628,tt4158110,episode,True
21,eps2.9_pyth0n-pt2.p7z,2016,TV-MA,21 Sep 2016,2,12,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Angela makes an unexpected acquaintance; Darlene realizes she's in deep; and an old friend reveals all to Elliot.,"Spanish, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU0MjU1NDk1MF5BMl5BanBnXkFtZTgwNTU1MTExMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,6051,tt5831630,tt4158110,episode,True
22,eps3.0_power-saver-mode.h,2017,TV-14,11 Oct 2017,3,1,53 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday","Elliot realizes his mission, and needs help from Angela; Darlene worries about them coming out clean.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzg2ODg3OTUxMl5BMl5BanBnXkFtZTgwODE5NzY4MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,5973,tt5970530,tt4158110,episode,True
23,eps3.1_undo.gz,2017,TV-MA,18 Oct 2017,3,2,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot becomes encouraged trying to undo five/nine; Darlene gets stuck between a rock and a hard place; Mr. Robot sparks a panic.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjM0Njg0OTktOTlhYi00M2U2LTkxNWUtZmI0ZjBkNjUyZGQyXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,5630,tt6633686,tt4158110,episode,True
24,eps3.2_legacy.so,2017,TV-MA,25 Oct 2017,3,3,49 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",The former interim CTO of E Corp returns.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTdhMWM5N2EtNTdlNi00ZjQ5LThiNWUtYWI5OGI3OGZlZmNkXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,5215,tt6633688,tt4158110,episode,True
25,eps3.3_m3tadata.par2,2017,TV-MA,01 Nov 2017,3,4,46 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Adam Penn","Rami Malek, Carly Chaikin, Portia Doubleday",Dom has a close call; Elliot chases himself with Darlene on the lookout.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODg1MDlkMmQtNzAxOS00MDFlLThmNzEtMTk0YWI4ZjliNWY5XkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,4695,tt6633692,tt4158110,episode,True
26,eps3.4_runtime-err0r.r00,2017,TV-MA,08 Nov 2017,3,5,45 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kor Adana, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot tries to piece everything together and stop Stage 2 as chaos quickly unfolds at E Corp; Angela tries to do a job intended for Elliot while avoiding imminent threats; Darlene brings Elliot up to speed and tells him the truth.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZDBkZGQ4NWMtZDYwYS00YzQzLTk0ZmQtYzkwY2VhZDc4ZWY1XkEyXkFqcGdeQXVyNTQ0NjQzNTE@._V1_SX300.jpg,[],N/A,N/A,10331,tt6633696,tt4158110,episode,True
27,eps3.5_kill-pr0cess.inc,2017,TV-MA,15 Nov 2017,3,6,45 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Adam Penn","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot faces off with Mr. Robot; Dom gets tired of the red tape; Tyrell has a new plan.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWYxNDQ3ZDQtMzAxYy00M2JiLTkxNDctOGRkOTlkNGY2ZTY2XkEyXkFqcGdeQXVyNTQ0NjQzNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.7/10'}]",N/A,9.7,9309,tt6635194,tt4158110,episode,True
28,eps3.6_fredrick+tanya.chk,2017,TV-MA,22 Nov 2017,3,7,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday",Mr. Robot wants answers; the FBI closes in; Angela hits the rewind button.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTgyMDA2MjY0M15BMl5BanBnXkFtZTgwMTE3NTkyNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,5477,tt6635200,tt4158110,episode,True
29,eps3.7_dont-delete-me.ko,2017,TV-MA,29 Nov 2017,3,8,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday","Elliot nearly loses all hope after the recent tragedy, but ends up having to take Trenton's brother to the movies; Elliot wants to pay his respects to Trenton and Mobley; Elliot receives an important email.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmU3YmNjMDgtNjkyNS00MGViLWJkMTMtMzg4OTE4ODA1NTAzXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,6725,tt6635212,tt4158110,episode,True
30,eps3.8_stage3.torrent,2017,TV-MA,06 Dec 2017,3,9,48 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Courtney Looney","Rami Malek, Carly Chaikin, Portia Doubleday",Elliot trolls a former ally; Mr Robot leaves cryptic text; Tyrell gets new commands.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjViZTFlY2EtZDNhZS00ZGVmLTkyM2ItYWQ3ZTJjMGQwZWM0XkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,4596,tt6635210,tt4158110,episode,True
31,shutdown -r,2017,TV-MA,13 Dec 2017,3,10,57 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Adam Penn, Randolph Leon","Rami Malek, Carly Chaikin, Portia Doubleday","Elliot tries to save Darlene, but things don't go as planned; Mr Robot must decide whether to step up or step back.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjZjYmEzODMtMDFjNS00NDJhLWI4ZTMtZjkxODI0MjFhMzg1XkEyXkFqcGdeQXVyNTQ0NjQzNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.6/10'}]",N/A,9.6,7025,tt6633682,tt4158110,episode,True
32,401 Unauthorized,2019,TV-MA,06 Oct 2019,4,1,60 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Robbie Pickering, Amelia Gray","Rami Malek, Carly Chaikin, Portia Doubleday","During the Christmas season, Elliot and Mr. Robot make their return; Darlene deals with real trouble; Tyrell is bored; Dom becomes paranoid.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmY3NTU0N2ItM2UzNi00N2VmLTkwZGYtZjQ0YzM5YmYwNjFmXkEyXkFqcGdeQXVyNTI4MzI4NTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,7566,tt7748418,tt4158110,episode,True
33,402 Payment Required,2019,TV-MA,13 Oct 2019,4,2,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Robbie Pickering","Rami Malek, Carly Chaikin, Michael Cristofer","Elliot and Darlene reconnect; Price gives Elliot some background info and plays his hand; Dom completes the interview, but her lack of confidence raises suspicion with Janice; Some unexpected threats become known to Elliot and Mr. Ro",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTdmZDc4MGEtZGM4OS00NjVhLWE0NzgtOTUxNTcyN2U1ZmZiXkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,6032,tt8084154,tt4158110,episode,True
34,403 Forbidden,2019,TV-MA,20 Oct 2019,4,3,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Courtney Looney, Robbie Pickering","Rami Malek, Carly Chaikin, Martin Wallström","Elliot's newest hack helps him share his emotions; Whiterose puts the pieces in motion; Elliot and Darlene have a disagreement; Vera plans his next move; In flashbacks, some key moments in Whiterose's life are revealed.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWJmMGI3ZjItOTIyZC00N2RkLTk0MTktMmM5NjJiOGY5ZGYzXkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,6010,tt8084160,tt4158110,episode,True
35,404 Not Found,2019,TV-MA,27 Oct 2019,4,4,49 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Robbie Pickering","Rami Malek, Carly Chaikin, Martin Wallström","Tyrell, Elliot, and Mr. Robot go on a perilous journey through the woods; Darlene deals with her feelings when she has to take a drunk Santa home; Dom is aroused and has a nightmare.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmVjN2ViN2QtNDc5Yy00MDUyLWE5YzItYzQyZDFiMDljMzhlXkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,6648,tt8084164,tt4158110,episode,True
36,405 Method Not Allowed,2019,TV-MA,03 Nov 2019,4,5,49 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Robbie Pickering, Amelia Gray","Rami Malek, Carly Chaikin, Michael Cristofer",Dom has an unpleasant Christmas. Darlene and Elliot perform a daring infiltration. Krista prepares for a date.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2Y5ZDg2M2ItMWVmMC00N2E0LWFlNTEtZjc1NDY3MDM1OTQyXkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.7/10'}]",N/A,9.7,12050,tt8084166,tt4158110,episode,True
37,406 Not Acceptable,2019,TV-MA,10 Nov 2019,4,6,46 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Amelia Gray, Robbie Pickering","Rami Malek, Carly Chaikin, Grace Gummer",Elliot blackmails Olivia to make an important phone call; Dom struggles when she's ordered to do something distressing; Vera gets information out of Krista; Whiterose wants Elliot brought directly to her.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGY5YmM4NGMtMzNiYi00YTc4LThlOTEtMWNjZTBhMDc1OWE0XkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,6478,tt8084172,tt4158110,episode,True
38,407 Proxy Authentication Required,2019,TV-MA,17 Nov 2019,4,7,56 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Robbie Pickering, Amelia Gray","Rami Malek, Elliot Villar, Christian Slater",Vera holds Krista hostage as he tries to force Elliot into joining him by understanding Mr. Robot. Elliot realizes a shocking truth.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGFmZDQ2ZTAtZTYyNi00OWVlLWEwZGYtYWE0MmQzNThiNTBkXkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.9/10'}]",N/A,9.9,26674,tt8084176,tt4158110,episode,True
39,408 Request Timeout,2019,TV-MA,24 Nov 2019,4,8,44 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Robbie Pickering, Amelia Gray","Rami Malek, Carly Chaikin, Martin Wallström",Janice tries to get Elliot's location from Dom and Darlene. Elliot goes to the Queens Museum.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODBkMzNhOWUtZTRhNi00ZWIyLWI0NTAtYzhhMTE2MzYyZGQ1XkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,7166,tt8084178,tt4158110,episode,True
40,409 Conflict,2019,TV-MA,01 Dec 2019,4,9,47 min,"Crime, Drama, Thriller",Sam Esmail,"Sam Esmail, Kyle Bradstreet, Robbie Pickering","Rami Malek, Carly Chaikin, Michael Cristofer",Mr. Robot and Darlene attempt to take down the Deus group as Elliot remains unstable; Price faces off with Whiterose; Whiterose tries to manipulate Elliot; Mr. Robot struggles to figure out how to help Elliot find himself.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTA5MDJmOWUtZTQ2OC00NTAyLWI4ODEtNWMxZDJkNDVmMmZiXkEyXkFqcGdeQXVyODgzNzA5MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.8/10'}]",N/A,9.8,11820,tt8084180,tt4158110,episode,True
